lon,lat
-73.952629,40.78112650000001
-73.9524568,40.7849881
-73.954438,40.7681326
-73.9556712,40.7855418
-73.9589206,40.7735355
-73.9545117,40.7744509
-73.9579991,40.7743228
-73.94917699999999,40.775323
-73.947266,40.7803429
-73.9571438,40.775205
-73.94839929999999,40.7696401
-73.95318639999999,40.7762324
-73.9575194,40.7787556
-73.9485076,40.7758052
-73.9481287,40.7750087
-73.95202809999999,40.7839633
-73.9606075,40.7771984
-73.9568717,40.7645971
-73.9690517,40.7671391
-73.9572014,40.7656645
-73.9479763,40.7822019
-73.95960219999999,40.7662371
-73.9483928,40.7757696
-73.961917,40.77820699999999
-73.9575194,40.7787556
-73.9688579,40.7698759
-73.9568717,40.7645971
-73.9548331,40.7760397
-73.95293099999999,40.77014
-73.9482206,40.7747903
-73.9549921,40.7790496
-73.9472103,40.7736436
-73.95655099999999,40.768668
-73.95090929999999,40.7734986
-73.9525371,40.77417
-73.95540710000002,40.7745976
-73.9584149,40.7774749
-73.9646918,40.7707498
-73.9471066,40.7835139
-73.9529386,40.7864669
-73.955691,40.7687022
-73.95497089999999,40.77798809999999
-73.9571508,40.7777321
-73.9691253,40.7664847
-73.9552923,40.7706655
-73.9570028,40.7670796
-73.9489945,40.7739859
-73.9504082,40.7710941
-73.96093300000001,40.763499
-73.94677399999999,40.781007
-73.9454695,40.7827852
-73.950287,40.7858075
-73.9467044,40.7810313
-73.9569282,40.7628027
-73.9652424,40.7638514
-73.958989,40.762189
-73.9454495,40.783583900000004
-73.9486665,40.7814357
-73.952629,40.78112650000001
-73.9675611,40.76338440000001
-73.9651396,40.7652288
-73.9619472,40.7692138
-73.9568087,40.7737755
-73.95772749999999,40.7704492
-73.957533,40.762236
-73.96766439999999,40.7634473
-73.9615199,40.7640743
-73.9541903,40.7758711
-73.9489945,40.7739859
-73.9574003,40.7735677
-73.9482635,40.7844274
-73.955499,40.7772338
-73.959003,40.7725691
-73.95293099999999,40.77014
-73.9552149,40.7725754
-73.94964410000001,40.7798147
-73.9631426,40.7684757
-73.955058,40.7659324
-73.9480828,40.7750793
-73.9531341,40.7805427
-73.959278,40.766825
-73.961624,40.76953
-73.96168899999999,40.769556
-73.9544394,40.7788126
-73.9571508,40.7777321
-73.9533148,40.7800243
-73.9493227,40.7787275
-73.9454997,40.7759558
-73.9496655,40.7759951
-73.9571438,40.775205
-73.9615489,40.7689869
-73.9543095,40.7665056
-73.953001,40.770169
-73.9515728,40.7805906
-73.9490012,40.7794532
-73.94584499999999,40.775726
-73.9501722,40.7783276
-73.95924769999999,40.76953700000001
-73.9651396,40.7652288
-73.95699139999999,40.7789698
-73.95194579999999,40.7771725
-73.9587691,40.7633074
-73.95699139999999,40.7789698
-73.947266,40.7803429
-73.9471066,40.7835139
-73.94803399999999,40.7799059
-73.9540434,40.771813
-73.9553497,40.7715514
-73.9490552,40.7810163
-73.94803399999999,40.7799059
-73.9464296,40.7791644
-73.9531922,40.7825187
-73.956394,40.780597
-73.9539686,40.7796551
-73.9516991,40.7855167
-73.9529045,40.7855628
-73.95960219999999,40.7662371
-73.94803399999999,40.7799059
-73.96158319999999,40.772949
-73.9527208,40.78191109999999
-73.9587471,40.7624357
-73.954615,40.77547819999999
-73.9584378,40.761988
-73.95346239999999,40.7695619
-73.95130209999999,40.7685982
-73.9603664,40.7748399
-73.9496655,40.7759951
-73.9587471,40.7624357
-73.95125139999999,40.77070800000001
-73.9586508,40.7636622
-73.962352,40.77755399999999
-73.9541558,40.7750657
-73.9578868,40.7679287
-73.9603791,40.7782628
-73.9538262,40.7735506
-73.9554123,40.7663492
-73.94486169999999,40.7765692
-73.9571388,40.7698738
-73.94840429999999,40.783264
-73.9513432,40.7796321
-73.9476236,40.7808386
-73.9584651,40.7707353
-73.9554251,40.78051930000001
-73.95225429999999,40.786251300000004
-73.9536102,40.7798788
-73.9481746,40.7766354
-73.9491046,40.7836047
-73.9524568,40.7849881
-73.9469577,40.7777159
-73.94716439999999,40.7819304
-73.9546495,40.774702
-73.9577331,40.7768211
-73.9578983,40.7756366
-73.9582375,40.7695024
-73.9563944,40.7687389
-73.9590556,40.7672437
-73.9538827,40.7712693
-73.95594760000002,40.7724535
-73.95581980000001,40.7747919
-73.9525257,40.7822594
-73.95525789999999,40.7745474
-73.95092989999999,40.7753301
-73.9548865,40.7676023
-73.9541558,40.7750657
-73.95357489999999,40.7738009
-73.9485191,40.7834153
-73.9473481,40.7782536
-73.9590556,40.7672437
-73.9521239,40.77137219999999
-73.9537655,40.7771898
-73.95124470000002,40.7685611
-73.9485191,40.7762408
-73.9455571,40.7745656
-73.95124470000002,40.7685611
-73.947266,40.7803429
-73.9561188,40.7713525
-73.94794499999999,40.7835844
-73.95387579999999,40.7688099
-73.9668672,40.762687
-73.9586508,40.7636622
-73.9533752,40.7821295
-73.95779499999999,40.77856329999999
-73.9612159,40.7787604
-73.9466848,40.7723699
-73.9533198,40.7723564
-73.9490895,40.7706701
-73.94840429999999,40.783264
-73.956394,40.780597
-73.9547278,40.7803316
-73.9529963,40.7805616
-73.9658237,40.7726041
-73.9589206,40.7735355
-73.9589206,40.7735355
-73.94716439999999,40.7819304
-73.9486665,40.7814357
-73.95412139999999,40.7803552
-73.9584378,40.761988
-73.954438,40.7681326
-73.9609174,40.77939310000001
-73.9583353,40.7736712
-73.959003,40.7725691
-73.94968999999999,40.7780468
-73.9476236,40.7808386
-73.95442729999999,40.7678457
-73.94832989999999,40.7791072
-73.9461311,40.7748209
-73.949913,40.7704808
-73.95409579999999,40.7722431
-73.957241,40.77005740000001
-73.9500855,40.7698338
-73.9554927,40.7665053
-73.9513432,40.7796321
-73.9529045,40.7767683
-73.9596976,40.7763184
-73.9680824,40.7705227
-73.97127669999999,40.7641823
-73.9616832,40.768723
-73.9536102,40.7798788
-73.9545117,40.7776141
-73.9511825,40.7791657
-73.95634849999999,40.77521369999999
-73.95525789999999,40.7745474
-73.9554251,40.78051930000001
-73.9485022,40.77038
-73.9567847,40.7847455
-73.9529386,40.7864669
-73.94716439999999,40.7819304
-73.95801999999999,40.783299
-73.9603664,40.7748399
-73.9486683,40.7758834
-73.94984199999999,40.777712
-73.95124470000002,40.7685611
-73.9547858,40.7699845
-73.9556712,40.7855418
-73.95198610000001,40.774786
-73.9631443,40.7674385
-73.945921,40.777028
-73.9511825,40.7739194
-73.9636496,40.77578889999999
-73.95005739999999,40.7764018
-73.9652567,40.7706162
-73.9515728,40.7805906
-73.95602699999999,40.76408319999999
-73.9556138,40.7705183
-73.9454695,40.7827852
-73.9681789,40.7540812
-73.9561188,40.7713525
-73.9531341,40.7805427
-73.9525371,40.77417
-73.9609174,40.77939310000001
-73.9587133,40.76665730000001
-73.96470099999999,40.7721711
-73.961196,40.777008
-73.949899,40.7732005
-73.9484401,40.774621
-73.9473021,40.7736566
-73.9513432,40.7796321
-73.9484401,40.774621
-73.9473103,40.7732383
-73.9499082,40.7739214
-73.95090929999999,40.7734986
-73.9559582,40.7772991
-73.9551304,40.7811795
-73.9529386,40.7864669
-73.958989,40.762189
-73.95836179999999,40.7622836
-73.958585,40.7817638
-73.95237639999999,40.7665277
-73.9601307,40.7639625
-73.9601307,40.7639625
-73.95871509999999,40.7629053
-73.9581096,40.7627841
-73.9511825,40.7739194
-73.9603894,40.7636353
-73.9603894,40.7636353
-73.957533,40.762236
-73.968796,40.7637649
-73.95632549999999,40.7760398
-73.9552923,40.7765679
-73.9585353,40.7678083
-73.965801,40.769202
-73.9451897,40.77621060000001
-73.96378729999999,40.7649672
-73.9529045,40.7786199
-73.9624098,40.77526539999999
-73.9561188,40.7713525
-73.96018269999999,40.7649371
-73.95740099999999,40.770436
-73.95392919999999,40.7783881
-73.9479763,40.7822019
-73.9452127,40.7770046
-73.9564048,40.77206
-73.9529045,40.7786199
-73.9549789,40.7789021
-73.9816276,40.7770453
-73.9478532,40.7849212
-73.9529045,40.7786199
-73.9571438,40.775205
-73.9518697,40.7822792
-73.9472103,40.7736436
-73.95065439999999,40.775561
-73.95152689999999,40.7864082
-73.9442202,40.7774193
-73.9652424,40.7638514
-73.9511136,40.7709198
-73.95070559999999,40.7829264
-73.95092989999999,40.7834691
-73.960988,40.7774356
-73.9545806,40.7814235
-73.9516374,40.7703214
-73.9588503,40.7716648
-73.9533611,40.7679583
-73.9541903,40.7758711
-73.9543125,40.76734709999999
-73.95118769999999,40.7719983
-73.962352,40.77755399999999
-73.95182539999999,40.7716962
-73.96277710000001,40.7768607
-73.94629189999999,40.7744773
-73.9477655,40.7714157
-73.958989,40.762189
-73.9516532,40.7854909
-73.9581623,40.77992709999999
-73.9535028,40.7989437
-73.9454695,40.7827852
-73.95228399999999,40.7680408
-73.9621727,40.7743174
-73.9549789,40.7789021
-73.95864449999999,40.7755788
-73.95201229999999,40.7782748
-73.9690517,40.7671391
-73.9513432,40.7796321
-73.94968999999999,40.7780468
-73.94968999999999,40.7780468
-73.95614189999999,40.7774024
-73.9512294,40.7736507
-73.95525789999999,40.7745474
-73.95345549999999,40.7763066
-73.94857619999999,40.7844236
-73.9566248,40.7732855
-73.9581973,40.7739837
-73.9592455,40.7710037
-73.9536102,40.7798788
-73.949742,40.77551649999999
-73.9547413,40.774715
-73.9568158,40.778102
-73.9511136,40.7709198
-73.95334059999999,40.7778179
-73.94594740000001,40.7743318
-73.95237639999999,40.7758638
-73.9522616,40.7757896
-73.949855,40.77426699999999
-73.9499082,40.7739214
-73.9524568,40.7749976
-73.9521239,40.77137219999999
-73.9466848,40.7723699
-73.9468405,40.78348800000001
-73.94794499999999,40.7835844
-73.9574003,40.7735677
-73.9547487,40.772168
-73.9505556,40.7707045
-73.955157,40.7719231
-73.955157,40.7719231
-73.9564048,40.77206
-73.9589206,40.7735355
-73.9547278,40.7803316
-73.9494145,40.7716811
-73.9552923,40.7715143
-73.95090929999999,40.7734986
-73.9552923,40.7765679
-73.9485076,40.7758052
-73.9525371,40.7754431
-73.9494145,40.7716811
-73.9568077,40.7788665
-73.9518994,40.7726589
-73.9452953,40.7742732
-73.952793,40.7716231
-73.9503945,40.7748833
-73.95966299999999,40.7666229
-73.9651904,40.7639191
-73.95412139999999,40.7803552
-73.95439429999999,40.7787776
-73.9559544,40.7785105
-73.9615373,40.7783818
-73.9574063,40.7701262
-73.9551626,40.7685688
-73.95182539999999,40.7716962
-73.9517565,40.7774536
-73.9549479,40.7820157
-73.9473481,40.7811466
-73.946547,40.7780537
-73.95345549999999,40.7763066
-73.95382289999999,40.7772076
-73.957921,40.775685
-73.9518501,40.77716119999999
-73.9536463,40.7760342
-73.9596202,40.7814748
-73.95125139999999,40.780892
-73.9454695,40.7827852
-73.9471066,40.7835139
-73.9508266,40.7847561
-73.951435,40.7796452
-73.952032,40.7799616
-73.9524568,40.7849881
-73.9473481,40.7811466
-73.9523825,40.7787193
-73.95346239999999,40.7695619
-73.950554,40.7741824
-73.9552923,40.7765679
-73.94794499999999,40.7835844
-73.95152639999999,40.7732103
-73.9595628,40.7775996
-73.9550544,40.7768266
-73.9552914,40.7724144
-73.9704993,40.7634424
-73.97127669999999,40.7641823
-73.9694889,40.7666696
-73.9704153,40.7653949
-73.9542362,40.7765334
-73.9566703,40.7783874
-73.9629838,40.7718461
-73.95182539999999,40.7716962
-73.95497089999999,40.77798809999999
-73.9564838,40.7805413
-73.9559544,40.7785105
-73.9541558,40.7750657
-73.9551626,40.7685688
-73.9609174,40.77939310000001
-73.94831239999999,40.777928
-73.9525257,40.7774377
-73.96180919999999,40.7713996
-73.947266,40.7803429
-73.9469599,40.7756816
-73.9532033,40.7766758
-73.95382289999999,40.7772076
-73.9605497,40.77249339999999
-73.965904,40.7726444
-73.9642648,40.7719548
-73.96019799999999,40.7706656
-73.9553383,40.7750314
-73.9531341,40.7805427
-73.9454653,40.7733566
-73.95345549999999,40.7763066
-73.9491365,40.7811505
-73.9568087,40.7737755
-73.9546737,40.7772227
-73.947266,40.7803429
-73.9494145,40.7800135
-73.9494145,40.7800135
-73.9457638,40.7798604
-73.95882809999999,40.7764536
-73.95327189999999,40.7812566
-73.9603779,40.771572
-73.9531111,40.7846858
-73.95382289999999,40.7772076
-73.9584651,40.7707353
-73.9564395,40.7717743
-73.95530380000001,40.776502
-73.94957900000001,40.7707059
-73.956959,40.7726792
-73.9687304,40.7666978
-73.952032,40.7799616
-73.9479336,40.781471
-73.9473481,40.7811466
-73.9498203,40.7727636
-73.95202809999999,40.7839633
-73.9531341,40.7805427
-73.9533178,40.77798440000001
-73.9529045,40.7767683
-73.9578868,40.7666941
-73.9596962,40.7653683
-73.9454695,40.7827852
-73.9575194,40.7787556
-73.95382289999999,40.7772076
-73.9631426,40.7684757
-73.95602699999999,40.76408319999999
-73.9610849,40.7706081
-73.9529045,40.7767683
-73.9605163,40.7764309
-73.9525831,40.7755267
-73.955212,40.778192
-73.9529045,40.7767683
-73.952629,40.78112650000001
-73.9603791,40.7782628
-73.95814759999999,40.7654815
-73.958884,40.765956
-73.9571438,40.775205
-73.9548791,40.7770106
-73.9473103,40.7732383
-73.949855,40.77426699999999
-73.9547046,40.7776478
-73.9571438,40.775205
-73.9544271,40.77863079999999
-73.9505824,40.7800477
-73.9548791,40.7770106
-73.95437390000001,40.7777103
-73.94803689999999,40.7739155
-73.9554251,40.78051930000001
-73.9718457,40.7640481
-73.953203,40.7792217
-73.9548331,40.7868014
-73.9626117,40.77215830000001
-73.9548331,40.7868014
-73.95749310000001,40.7668105
-73.9572014,40.7656645
-73.9454825,40.7775783
-73.9473021,40.7736566
-73.9487946,40.7709564
-73.96108319999999,40.7731166
-73.9571438,40.775205
-73.9583466,40.7733189
-73.95068289999999,40.7829679
-73.9556138,40.7705183
-73.96123519999999,40.7654463
-73.9529045,40.7767683
-73.9528656,40.76758540000001
-73.9561188,40.7713525
-73.9563561,40.7695087
-73.9580934,40.7663184
-73.9623179,40.7719732
-73.9480038,40.77528969999999
-73.953998,40.776854
-73.959278,40.766825
-73.982112,40.73968600000001
-73.977541,40.7416279
-73.9538827,40.7712693
-73.95036300000001,40.7775577
-73.9529386,40.7864669
-73.9813083,40.7477195
-73.947394,40.7812302
-73.9552085,40.7684982
-73.9646206,40.7716485
-73.9619981,40.7641796
-73.9643911,40.7628938
-73.9530882,40.7781446
-73.95400149999999,40.7753074
-73.95345549999999,40.7763066
-73.95584339999999,40.7756819
-73.94794499999999,40.7835844
-73.9571438,40.775205
-73.95033289999999,40.7802599
-73.95322929999999,40.7744919
-73.9699703,40.7633513
-73.9569282,40.7628027
-73.95782419999999,40.76308160000001
-73.9467044,40.7810313
-73.9571182,40.7667544
-73.948559,40.7844233
-73.947773,40.7827907
-73.953249,40.783745
-73.955157,40.7719231
-73.95346239999999,40.7695619
-73.9490552,40.7810163
-73.9595235,40.7708195
-73.95211499999999,40.779986
-73.95047070000001,40.77457039999999
-73.9582935,40.7655367
-73.9570426,40.76370319999999
-73.9576239,40.7762706
-73.9563227,40.7788108
-73.9633824,40.7649526
-73.9650937,40.765203
-73.9479336,40.781471
-73.9553497,40.7715514
-73.9596547,40.7615244
-73.966286,40.7632718
-73.9554976,40.7678227
-73.960407,40.7666017
-73.960407,40.7666017
-73.952629,40.78112650000001
-73.9548331,40.7868014
-73.9529045,40.7786199
-73.9545203,40.7734439
-73.9505556,40.7707045
-73.95068289999999,40.7829679
-73.9533148,40.7800243
-73.9509103,40.7767926
-73.9554721,40.7691226
-73.9638365,40.7687653
-73.9615489,40.7689869
-73.96019799999999,40.7706656
-73.9605251,40.7789234
-73.94805649999999,40.7783703
-73.949713,40.7816567
-73.9586508,40.7636622
-73.9513891,40.7838044
-73.9531922,40.7825187
-73.95776680000002,40.7633532
-73.9525901,40.7679706
-73.95989569999999,40.7781388
-73.9545117,40.7776141
-73.9533752,40.7821295
-73.95600929999999,40.781101
-73.9580934,40.7663184
-73.9587471,40.7624357
-73.9550544,40.7768266
-73.9584378,40.761988
-73.9469577,40.7777159
-73.9505556,40.7707045
-73.96018269999999,40.7649371
-73.9478421,40.77832129999999
-73.9525901,40.7679706
-73.9479763,40.7822019
-73.9505824,40.7800477
-73.9691253,40.7664847
-73.9556697,40.7661695
-73.958884,40.765956
-73.95871509999999,40.7629053
-73.9603894,40.7636353
-73.9591444,40.7693583
-73.95871509999999,40.7629053
-73.95871509999999,40.7629053
-73.9603985,40.7689269
-73.9556697,40.7661695
-73.9570028,40.7670796
-73.9590556,40.7672437
-73.97127669999999,40.7641823
-73.9577261,40.7670764
-73.9643796,40.772029
-73.94803399999999,40.7799059
-73.95047070000001,40.77457039999999
-73.9482489,40.78441850000001
-73.95345549999999,40.7763066
-73.9607108,40.7674236
-73.958884,40.765956
-73.95345549999999,40.7763066
-73.95005739999999,40.7764018
-73.956394,40.780597
-73.9505824,40.7800477
-73.94708299999999,40.780568
-73.95779499999999,40.77856329999999
-73.9613648,40.77126760000001
-73.9479336,40.781471
-73.9533752,40.7821295
-73.9511136,40.7709198
-73.9522501,40.7791922
-73.95441989999999,40.7746693
-73.9472103,40.7736436
-73.95605069999999,40.7724517
-73.9454695,40.7827852
-73.9571988,40.7752411
-73.9454538,40.7767207
-73.944739,40.77538500000001
-73.9530882,40.7781446
-73.95592119999999,40.77646
-73.9471066,40.7835139
-73.95327189999999,40.7812566
-73.9515728,40.7805906
-73.9477646,40.7786084
-73.9454825,40.7775783
-73.9469577,40.7777159
-73.94771539999999,40.7776501
-73.9472103,40.7770768
-73.9451897,40.77621060000001
-73.951435,40.7796452
-73.952032,40.7799616
-73.958884,40.765956
-73.95575149999999,40.775475900000004
-73.947266,40.7803429
-73.9471066,40.7835139
-73.9499501,40.7797754
-73.94803399999999,40.7799059
-73.9454695,40.7827852
-73.9510677,40.7739995
-73.9454825,40.7775783
-73.949239,40.775351
-73.95092989999999,40.7753301
-73.95389399999999,40.7754907
-73.9562801,40.7752956
-73.94803399999999,40.7799059
-73.9517539,40.783115
-73.95182539999999,40.7716962
-73.9609404,40.7755966
-73.9515728,40.7805906
-73.94832989999999,40.7791072
-73.9473481,40.7782536
-73.9454947,40.7787952
-73.94475349999999,40.7769393
-73.94486169999999,40.7765692
-73.9472103,40.7770768
-73.9525831,40.7755267
-73.95636,40.777038
-73.947968,40.7851883
-73.95355889999999,40.7834478
-73.9575194,40.7787556
-73.95238789999999,40.78495900000001
-73.9564403,40.7854487
-73.9471464,40.7794051
-73.9472907,40.7770786
-73.9472423,40.7791831
-73.9600909,40.7786583
-73.9546495,40.78473109999999
-73.9603779,40.771572
-73.9548865,40.7676023
-73.9490931,40.7786177
-73.94771539999999,40.7776501
-73.9591354,40.7659326
-73.9696518,40.7626591
-73.9512743,40.7849645
-73.95070559999999,40.7829264
-73.9536463,40.7760342
-73.9569547,40.7725279
-73.9563944,40.7687389
-73.951435,40.7796452
-73.9517539,40.783115
-73.9533752,40.7821295
-73.9566248,40.7732855
-73.9555384,40.7792558
-73.9573985,40.7694864
-73.9592455,40.7710037
-73.9581676,40.7694777
-73.9617134,40.7699248
-73.9476236,40.7808386
-73.9476236,40.7808386
-73.9542362,40.7765334
-73.9499082,40.7739214
-73.95594760000002,40.7724535
-73.9585353,40.7678083
-73.9511136,40.7709198
-73.95409839999999,40.7709201
-73.9585364,40.7657918
-73.96600040000001,40.769723
-73.96114,40.7723036
-73.95063139999999,40.7746897
-73.9517106,40.7755569
-73.9522884,40.7824955
-73.949913,40.7704808
-73.9642556,40.7710157
-73.9554251,40.78051930000001
-73.9512294,40.7736507
-73.9547278,40.7803316
-73.949736,40.771804
-73.94803399999999,40.7799059
-73.9480943,40.7779259
-73.9473563,40.773322
-73.9529963,40.7805616
-73.9515885,40.7692299
-73.9556138,40.7705183
-73.9553497,40.7715514
-73.9531456,40.7840833
-73.9584378,40.7673126
-73.958694,40.774233
-73.95107190000002,40.7780303
-73.95125139999999,40.77070800000001
-73.9512294,40.7736507
-73.9542362,40.7765334
-73.957962,40.7631012
-73.9501722,40.7783276
-73.9564048,40.77206
-73.9493456,40.7705719
-73.9576306,40.7602328
-73.9550707,40.76844
-73.949899,40.7732005
-73.9525371,40.77417
-73.9494145,40.7716811
-73.95277,40.773503
-73.95277,40.773503
-73.9501722,40.7783276
-73.9471066,40.7835139
-73.955058,40.7659324
-73.9501722,40.7783276
-73.9549789,40.7789021
-73.95634849999999,40.7791484
-73.95303729999999,40.78322740000001
-73.9472423,40.7791831
-73.9477646,40.7786084
-73.9550076,40.7800106
-73.95327189999999,40.7812566
-73.9543607,40.7817057
-73.9531922,40.7825187
-73.9521239,40.7818647
-73.9554818,40.7742851
-73.95176870000002,40.77316829999999
-73.9568266,40.7780541
-73.95989569999999,40.7781388
-73.9589206,40.7735355
-73.950981,40.7723353
-73.9592644,40.7790809
-73.96175400000001,40.76751
-73.95287780000001,40.7844494
-73.9499791,40.7743859
-73.958989,40.762189
-73.9656929,40.7705818
-73.9531922,40.7825187
-73.9493456,40.7705719
-73.949996,40.7789773
-73.9490552,40.7810163
-73.9466936,40.7800249
-73.95065439999999,40.7789941
-73.962352,40.77755399999999
-73.9471066,40.7835139
-73.9469348,40.7822835
-73.9552923,40.7706655
-73.9651703,40.7640866
-73.9548865,40.7676023
-73.946896,40.779779
-73.9452127,40.7770046
-73.9500865,40.7700662
-73.949913,40.7704808
-73.950597,40.7784556
-73.948238,40.779485
-73.949996,40.7789773
-73.9472469,40.7774934
-73.9636496,40.77578889999999
-73.9517106,40.7755569
-73.9520435,40.7748231
-73.94833539999999,40.7819235
-73.95619099999999,40.785811
-73.9485022,40.77038
-73.9556138,40.7705183
-73.95176870000002,40.77316829999999
-73.95277,40.773503
-73.9490127,40.77518269999999
-73.94917699999999,40.775323
-73.94803689999999,40.7739155
-73.9518994,40.7726589
-73.9548331,40.7760397
-73.95634849999999,40.7791484
-73.9509103,40.7767926
-73.95063139999999,40.7746897
-73.9489945,40.7739859
-73.949899,40.7732005
-73.95581980000001,40.7747919
-73.94680029999999,40.77419450000001
-73.949899,40.7732005
-73.9652198,40.7697663
-73.9562801,40.7752956
-73.9546495,40.78473109999999
-73.9549886,40.786448
-73.94475779999999,40.7764324
-73.9566248,40.7732855
-73.9521239,40.77137219999999
-73.9466291,40.7760244
-73.9492308,40.7778658
-73.95290969999999,40.76708929999999
-73.9555965,40.7780219
-73.95735730000001,40.7652215
-73.94895530000001,40.777788
-73.9539686,40.7796551
-73.9546495,40.774702
-73.95525789999999,40.7745474
-73.95437390000001,40.7777874
-73.9545981,40.7804806
-73.9482489,40.78441850000001
-73.9590556,40.7672437
-73.94737409999999,40.7708815
-73.9600909,40.7786583
-73.9501722,40.7783276
-73.9501722,40.7783276
-73.9565896,40.7767042
-73.9554251,40.78051930000001
-73.9554251,40.78051930000001
-73.95782419999999,40.76308160000001
-73.9530882,40.7781446
-73.95247119999999,40.77928199999999
-73.9539686,40.7796551
-73.9648893,40.77434480000001
-73.9562107,40.784876
-73.9527208,40.7770122
-73.9642648,40.7719548
-73.9605093,40.7750092
-73.9566585,40.7767333
-73.9552566,40.7766789
-73.96277710000001,40.7759349
-73.9604141,40.77231889999999
-73.961624,40.76953
-73.95575149999999,40.775475900000004
-73.949805,40.783974
-73.95919549999999,40.7817134
-73.9473481,40.7811466
-73.95102179999999,40.7793935
-73.950287,40.7858075
-73.9531922,40.7825187
-73.9549479,40.7820157
-73.9549479,40.7820157
-73.9579098,40.7807591
-73.9550076,40.7800106
-73.9628048,40.7742251
-73.9597299,40.770444
-73.95866699999999,40.770077
-73.955691,40.7687022
-73.9603932,40.7725137
-73.9625475,40.7741663
-73.9636496,40.77578889999999
-73.962352,40.77755399999999
-73.95989569999999,40.7781388
-73.955783,40.7717689
-73.9479336,40.781471
-73.9556697,40.7661695
-73.96723109999999,40.7706654
-73.9591772,40.760634
-73.95338869999999,40.7870575
-73.9529386,40.7864669
-73.93906199999999,40.799253
-73.95871509999999,40.7629053
-73.9542132,40.7707242
-73.94569489999999,40.7797541
-73.9570426,40.76370319999999
-73.9561599,40.7666689
-73.9552085,40.7684982
-73.95389879999999,40.7701974
-73.9497819,40.7869698
-73.9516532,40.7854909
-73.95327189999999,40.7841494
